Player,Position,Injuries,Practice Status,Game Status,Year,Period
Travis Benjamin,WR,Hamstring,Limited Participation in Practice,Doubtful,2012,REG6
Tashaun Gipson,S,Knee,Did Not Participate In Practice,Out,2012,REG6
Jordan Norwood,WR,Foot,Did Not Participate In Practice,Out,2012,REG6
Raymond Ventrone,S,"Hand, Calf",Limited Participation in Practice,Questionable,2012,REG6
T.J. Ward,S,Hand,Limited Participation in Practice,Questionable,2012,REG6
Ahtyba Rubin,DT,Calf,Did Not Participate In Practice,Questionable,2012,REG6
Scott Fujita,LB,"Shoulder, Neck",Did Not Participate In Practice,Questionable,2012,REG6
D'Qwell Jackson,LB,Head,Full Participation in Practice,Probable,2012,REG6
Mohamed Massaquoi,WR,Hamstring,Did Not Participate In Practice,Out,2012,REG6
Alex Smith,TE,Head,Full Participation in Practice,Probable,2012,REG6
Terrance Copper,WR,Calf,Limited Participation in Practice,Questionable,2012,REG6
Kendrick Lewis,S,Shoulder,Full Participation in Practice,Probable,2012,REG6
Matt Cassel,QB,Concussion,,Out,2012,REG6
Ryan Lilja,C,Back,Full Participation in Practice,Probable,2012,REG6
Devon Wylie,WR,Hamstring,Did Not Participate In Practice,Out,2012,REG6
Shaun Draughn,RB,Ankle,Full Participation in Practice,Probable,2012,REG6
Cyrus Gray,RB,Illness,Did Not Participate In Practice,Questionable,2012,REG6
Ropati Pitoitua,DE,Elbow,Full Participation in Practice,Questionable,2012,REG6
Peyton Hillis,RB,Ankle,Did Not Participate In Practice,Out,2012,REG6
Jon Baldwin,WR,Hamstring,Full Participation in Practice,Questionable,2012,REG6
Jalil Brown,CB,Hamstring,Full Participation in Practice,Probable,2012,REG6
Glenn Dorsey,DE,Calf,Did Not Participate In Practice,Out,2012,REG6
Carl Nicks,G,Toe,Full Participation in Practice,Probable,2012,REG6
Eric Wright,CB,"Head, Illness",Full Participation in Practice,Probable,2012,REG6
Roy Miller,DT,Back,Limited Participation in Practice,Questionable,2012,REG6
Jeremy Trueblood,T,Illness,Full Participation in Practice,Probable,2012,REG6
Marvin Mitchell,LB,Calf,Did Not Participate In Practice,Doubtful,2012,REG6
Adrian Peterson,RB,Ankle,Full Participation in Practice,Probable,2012,REG6
Jerome Simpson,WR,"Back, Foot",Limited Participation in Practice,Questionable,2012,REG6
Christian Ponder,QB,Knee,Full Participation in Practice,Probable,2012,REG6
Antoine Winfield,CB,Knee,Limited Participation in Practice,Probable,2012,REG6
Andrew Sendejo,S,Ankle,Full Participation in Practice,Probable,2012,REG6
Charlie Johnson,G,Back,Full Participation in Practice,Probable,2012,REG6
Percy Harvin,WR,Hamstring,Full Participation in Practice,Probable,2012,REG6
Mistral Raymond,S,Ankle,Did Not Participate In Practice,Out,2012,REG6
Cedric Griffin,CB,Hamstring,Limited Participation in Practice,Questionable,2012,REG6
Brandon Meriweather,S,Knee,,Out,2012,REG6
Robert Griffin III,QB,Head,Full Participation in Practice,Questionable,2012,REG6
Pierre Garcon,WR,Foot,Limited Participation in Practice,Questionable,2012,REG6
Barry Cofield,DT,Shoulder,Full Participation in Practice,Probable,2012,REG6
DeAngelo Hall,CB,Knee,Full Participation in Practice,Probable,2012,REG6
Evan Royster,RB,Knee,Full Participation in Practice,Probable,2012,REG6
Doug Worthington,DE,Calf,Did Not Participate In Practice,Out,2012,REG6
Andre Brown,RB,Concussion,Did Not Participate In Practice,Out,2012,REG6
Chase Blackburn,LB,Hip,Full Participation in Practice,Probable,2012,REG6
Michael Boley,LB,Hip,Full Participation in Practice,Probable,2012,REG6
Jayron Hosley,CB,Hamstring,Full Participation in Practice,Probable,2012,REG6
Kenny Phillips,S,Knee,Did Not Participate In Practice,Out,2012,REG6
Antrel Rolle,S,Knee,Full Participation in Practice,Probable,2012,REG6
Rocky Bernard,DT,Quadricep,Did Not Participate In Practice,Out,2012,REG6
David Diehl,T,Knee,Limited Participation in Practice,Questionable,2012,REG6
Ramses Barden,WR,Concussion,Full Participation in Practice,Probable,2012,REG6
Hakeem Nicks,WR,"Foot, Knee",Limited Participation in Practice,Questionable,2012,REG6
Keith Rivers,LB,Hamstring,Full Participation in Practice,Probable,2012,REG6
Corey Webster,CB,"Hand, Hamstring",Did Not Participate In Practice,Questionable,2012,REG6
Martellus Bennett,TE,Knee,Full Participation in Practice,Probable,2012,REG6
Alex Smith,QB,right Finger,Full Participation in Practice,Probable,2012,REG6
Brandon Jacobs,RB,Knee,Full Participation in Practice,Questionable,2012,REG6
Andy Lee,P,Hand,Full Participation in Practice,Probable,2012,REG6
Sam Bradford,QB,Knee,Full Participation in Practice,Probable,2012,REG6
Mario Haggan,LB,Thigh,Did Not Participate In Practice,Out,2012,REG6
Matt Daniels,S,Thigh,Full Participation in Practice,Probable,2012,REG6
William Hayes,DE,Back,Did Not Participate In Practice,Questionable,2012,REG6
Matt Conrath,DT,Knee,Full Participation in Practice,Questionable,2012,REG6
Eugene Sims,DE,Head,Full Participation in Practice,Probable,2012,REG6
Rodger Saffold,T,Knee,Did Not Participate In Practice,Out,2012,REG6
Danny Amendola,WR,Shoulder,Did Not Participate In Practice,Out,2012,REG6
Brit Miller,RB,Ankle,Full Participation in Practice,Questionable,2012,REG6
Nolan Carroll,CB,Achilles,Full Participation in Practice,Probable,2012,REG6
Richard Marshall,CB,Back,Did Not Participate In Practice,Out,2012,REG6
Daniel Thomas,RB,Concussion,Did Not Participate In Practice,Out,2012,REG6
Reshad Jones,S,"Back, Heel",Full Participation in Practice,Probable,2012,REG6
Kevin Burnett,LB,Ankle,Limited Participation in Practice,Questionable,2012,REG6
Reggie Bush,RB,Knee,Full Participation in Practice,Probable,2012,REG6
Brian Hartline,WR,Quadricep,Full Participation in Practice,Probable,2012,REG6
Cordy Glenn,T,Ankle,Did Not Participate In Practice,Out,2012,REG6
Mario Williams,DE,Wrist,Full Participation in Practice,Probable,2012,REG6
Chad Rinehart,G,Calf,Limited Participation in Practice,Questionable,2012,REG6
Spencer Johnson,DT,Ankle,Did Not Participate In Practice,Out,2012,REG6
Aaron Williams,CB,Hand,Full Participation in Practice,Probable,2012,REG6
Eric Wood,C,Foot,Limited Participation in Practice,Questionable,2012,REG6
Mark Anderson,DE,Knee,Did Not Participate In Practice,Out,2012,REG6
Kraig Urbik,G,Ankle,Did Not Participate In Practice,Out,2012,REG6
Kyle Williams,DT,Ankle,Limited Participation in Practice,Questionable,2012,REG6
Colin Brown,C,Hamstring,Did Not Participate In Practice,Out,2012,REG6
Jairus Byrd,S,Chest,Limited Participation in Practice,Questionable,2012,REG6
Quentin Groves,LB,Hamstring,Limited Participation in Practice,Questionable,2012,REG6
John Skelton,QB,Ankle,Full Participation in Practice,Probable,2012,REG6
O'Brien Schofield,LB,Knee,Limited Participation in Practice,Questionable,2012,REG6
Adam Snyder,G,Elbow,Full Participation in Practice,Probable,2012,REG6
Jim Dray,TE,Knee,Limited Participation in Practice,Questionable,2012,REG6
Todd Heap,TE,Knee,Limited Participation in Practice,Questionable,2012,REG6
William Powell,RB,Head,Full Participation in Practice,Probable,2012,REG6
Paris Lenon,LB,Knee,Full Participation in Practice,Questionable,2012,REG6
Anthony Sherman,RB,Knee,Did Not Participate In Practice,Doubtful,2012,REG6
Greg Toler,CB,Hamstring,Did Not Participate In Practice,Doubtful,2012,REG6
LaRod Stephens-Howling,RB,Hip,Full Participation in Practice,Probable,2012,REG6
Darnell Dockett,DT,Hamstring,Limited Participation in Practice,Questionable,2012,REG6
Michael Adams,CB,Hamstring,Limited Participation in Practice,Doubtful,2012,REG6
Reggie Walker,LB,Head,Did Not Participate In Practice,Doubtful,2012,REG6
Aaron Hernandez,TE,Ankle,Did Not Participate In Practice,Questionable,2012,REG6
Nick McDonald,C,Shoulder,Limited Participation in Practice,Questionable,2012,REG6
Steve Gregory,S,Hip,Did Not Participate In Practice,Out,2012,REG6
Justin Francis,DT,Ankle,Limited Participation in Practice,Questionable,2012,REG6
Brandon Deaderick,DE,Ankle,Limited Participation in Practice,Questionable,2012,REG6
Julian Edelman,WR,Hand,Limited Participation in Practice,Questionable,2012,REG6
Rob Gronkowski,TE,Hip,Limited Participation in Practice,Questionable,2012,REG6
Sterling Moore,CB,Knee,Limited Participation in Practice,Questionable,2012,REG6
Dont'a Hightower,LB,Hamstring,Limited Participation in Practice,Questionable,2012,REG6
Kyle Love,DT,Knee,Full Participation in Practice,Probable,2012,REG6
Brandon Bolden,RB,Knee,Limited Participation in Practice,Questionable,2012,REG6
Logan Mankins,G,"Calf, Hip",Limited Participation in Practice,Questionable,2012,REG6
Shane Vereen,RB,Foot,Limited Participation in Practice,Questionable,2012,REG6
Tracy White,LB,Foot,Did Not Participate In Practice,Out,2012,REG6
Michael Hoomanawanui,TE,Concussion,Limited Participation in Practice,Questionable,2012,REG6
Sebastian Vollmer,T,"Back, Knee",Limited Participation in Practice,Questionable,2012,REG6
Wes Welker,WR,Ankle,Limited Participation in Practice,Questionable,2012,REG6
John Moffitt,G,Knee,,Out,2012,REG6
Marshawn Lynch,RB,Back,Full Participation in Practice,Probable,2012,REG6
Clinton McDonald,DT,Groin,Did Not Participate In Practice,Doubtful,2012,REG6
Max Unger,C,Hip,Full Participation in Practice,Probable,2012,REG6
Jaye Howard,DT,Foot,Did Not Participate In Practice,Out,2012,REG6
Keith Brooking,LB,Concussion,Full Participation in Practice,Probable,2012,REG6
Chris Kuper,G,Forearm,Full Participation in Practice,Probable,2012,REG6
Ryan Clady,T,Hamstring,Full Participation in Practice,Probable,2012,REG6
Lance Ball,RB,Ankle,Full Participation in Practice,Probable,2012,REG6
Demaryius Thomas,WR,Hip,Full Participation in Practice,Probable,2012,REG6
Matt Willis,WR,Not Injury Related,Full Participation in Practice,Probable,2012,REG6
Tony Carter,CB,Illness,Full Participation in Practice,Probable,2012,REG6
Chris Gronkowski,RB,Thigh,Full Participation in Practice,Probable,2012,REG6
Chris Harris,CB,Ankle,Full Participation in Practice,Probable,2012,REG6
John Moffitt,G,Knee,,Out,2012,REG7
Clinton McDonald,DT,Groin,Full Participation in Practice,Probable,2012,REG7
Kam Chancellor,S,Ankle,Full Participation in Practice,Probable,2012,REG7
Byron Maxwell,CB,Hamstring,Did Not Participate In Practice,Doubtful,2012,REG7
Alex Smith,QB,right Finger,Full Participation in Practice,Probable,2012,REG7
David Akers,K,Illness,Full Participation in Practice,Probable,2012,REG7
Joe Staley,T,Concussion,Limited Participation in Practice,Questionable,2012,REG7
Brandon Jacobs,RB,Knee,Full Participation in Practice,Questionable,2012,REG7
Tavares Gooden,LB,Elbow,Full Participation in Practice,Probable,2012,REG7
Mario Manningham,WR,Shoulder,Limited Participation in Practice,Questionable,2012,REG7
Andy Lee,P,Hand,Full Participation in Practice,Probable,2012,REG7
DeMarco Murray,RB,Foot,Did Not Participate In Practice,Out,2012,REG7
Matt Johnson,S,Hamstring,Did Not Participate In Practice,Out,2012,REG7
Chris Jones,P,left Knee,Did Not Participate In Practice,Questionable,2012,REG7
Brian Moorman,P,right Groin,Full Participation in Practice,Probable,2012,REG7
Morris Claiborne,CB,Knee,Full Participation in Practice,Probable,2012,REG7
Anthony Spencer,LB,Shoulder,Limited Participation in Practice,Questionable,2012,REG7
Ryan Cook,G,Hamstring,Did Not Participate In Practice,Questionable,2012,REG7
Dez Bryant,WR,Groin,Did Not Participate In Practice,Questionable,2012,REG7
Phil Costa,C,Knee,Full Participation in Practice,Probable,2012,REG7
Sean Lissemore,DT,Ankle,Did Not Participate In Practice,Out,2012,REG7
Jon Beason,LB,Knee,Did Not Participate In Practice,Doubtful,2012,REG7
Chris Gamble,CB,Shoulder,,Out,2012,REG7
Geoff Hangartner,C,Knee,Full Participation in Practice,Probable,2012,REG7
Antwan Applewhite,DE,Knee,Full Participation in Practice,Probable,2012,REG7
Colin Jones,S,Shoulder,Full Participation in Practice,Probable,2012,REG7
Stephen Hill,WR,Hamstring,Full Participation in Practice,Probable,2012,REG7
Bart Scott,LB,Toe,Limited Participation in Practice,Probable,2012,REG7
Eric Smith,S,Knee,Did Not Participate In Practice,Doubtful,2012,REG7
Jeremy Kerley,WR,Finger,Full Participation in Practice,Probable,2012,REG7
Mark Sanchez,QB,Back,Full Participation in Practice,Probable,2012,REG7
Dustin Keller,TE,Hamstring,Full Participation in Practice,Probable,2012,REG7
Bilal Powell,RB,Shoulder,Did Not Participate In Practice,Doubtful,2012,REG7
Sione Po'uha,DT,Back,Limited Participation in Practice,Doubtful,2012,REG7
Matt Slauson,G,Knee,Full Participation in Practice,Probable,2012,REG7
Kenrick Ellis,DT,Knee,Did Not Participate In Practice,Doubtful,2012,REG7
Bryan Thomas,LB,Hamstring,Limited Participation in Practice,Probable,2012,REG7
LaRon Landry,S,Heel,Full Participation in Practice,Probable,2012,REG7
Joe McKnight,RB,Ankle,Did Not Participate In Practice,Questionable,2012,REG7
Calvin Pace,LB,Shoulder,Full Participation in Practice,Probable,2012,REG7
Clyde Gates,WR,Shoulder,Limited Participation in Practice,Questionable,2012,REG7
Brandon Moore,G,Hip,Full Participation in Practice,Probable,2012,REG7
Nick Mangold,C,Ankle,Limited Participation in Practice,Questionable,2012,REG7
Aaron Hernandez,TE,Ankle,Limited Participation in Practice,Questionable,2012,REG7
Nick McDonald,C,Shoulder,Limited Participation in Practice,Questionable,2012,REG7
Steve Gregory,S,Hip,Did Not Participate In Practice,Out,2012,REG7
Julian Edelman,WR,Hand,Limited Participation in Practice,Questionable,2012,REG7
Rob Gronkowski,TE,Hip,Limited Participation in Practice,Questionable,2012,REG7
Sterling Moore,CB,Knee,Limited Participation in Practice,Questionable,2012,REG7
Ron Brace,DT,Back,Limited Participation in Practice,Questionable,2012,REG7
Patrick Chung,S,Shoulder,Limited Participation in Practice,Questionable,2012,REG7
Dont'a Hightower,LB,Hamstring,Limited Participation in Practice,Questionable,2012,REG7
Kyle Love,DT,Knee,Full Participation in Practice,Probable,2012,REG7
Brandon Bolden,RB,Knee,Did Not Participate In Practice,Out,2012,REG7
Logan Mankins,G,"Calf, Hip",Limited Participation in Practice,Questionable,2012,REG7
Tracy White,LB,Foot,Did Not Participate In Practice,Out,2012,REG7
Sebastian Vollmer,T,"Back, Knee",Limited Participation in Practice,Questionable,2012,REG7
Wes Welker,WR,Ankle,Limited Participation in Practice,Questionable,2012,REG7
Dawan Landry,S,Knee,Full Participation in Practice,Probable,2012,REG7
Daryl Smith,LB,Groin,Did Not Participate In Practice,Out,2012,REG7
Dwight Lowery,S,Ankle,Did Not Participate In Practice,Out,2012,REG7
George Selvie,DE,Knee,Full Participation in Practice,Probable,2012,REG7
Laurent Robinson,WR,Concussion,Did Not Participate In Practice,Out,2012,REG7
Sebastian Janikowski,K,left Groin,Limited Participation in Practice,Probable,2012,REG7
Denarius Moore,WR,Shoulder,Full Participation in Practice,Probable,2012,REG7
Alex Parsons,C,"Shoulder, Back",Did Not Participate In Practice,Questionable,2012,REG7
Khalif Barnes,T,Groin,Did Not Participate In Practice,Out,2012,REG7
Taiwan Jones,RB,Knee,Limited Participation in Practice,Questionable,2012,REG7
Richard Seymour,DT,Knee,Limited Participation in Practice,Probable,2012,REG7
Brandon Myers,TE,"Ear, Knee",Full Participation in Practice,Probable,2012,REG7
Darren McFadden,RB,Shoulder,Full Participation in Practice,Probable,2012,REG7
Shawntae Spencer,CB,Foot,Did Not Participate In Practice,Out,2012,REG7
Mike Brisiel,G,Concussion,Full Participation in Practice,Probable,2012,REG7
Richard Gordon,TE,Hamstring,Did Not Participate In Practice,Out,2012,REG7
Josh Gordon,WR,Knee,Full Participation in Practice,Probable,2012,REG7
Dimitri Patterson,CB,Ankle,Did Not Participate In Practice,Out,2012,REG7
Brandon Weeden,QB,Foot,Full Participation in Practice,Probable,2012,REG7
Frostee Rucker,DE,"Shoulder, Foot",Full Participation in Practice,Probable,2012,REG7
Travis Benjamin,WR,Hamstring,Limited Participation in Practice,Questionable,2012,REG7
Tashaun Gipson,CB,Knee,Limited Participation in Practice,Questionable,2012,REG7
Raymond Ventrone,S,"Hand, Calf",Limited Participation in Practice,Probable,2012,REG7
T.J. Ward,S,Hand,Limited Participation in Practice,Probable,2012,REG7
Greg Little,WR,Illness,Limited Participation in Practice,Probable,2012,REG7
Trent Richardson,RB,"Chest, Rib",Limited Participation in Practice,Questionable,2012,REG7
Ahtyba Rubin,DT,Calf,Limited Participation in Practice,Questionable,2012,REG7
Christian Yount,LS,Shoulder,Limited Participation in Practice,Probable,2012,REG7
Scott Fujita,LB,"Shoulder, Neck",Did Not Participate In Practice,Out,2012,REG7
Mohamed Massaquoi,WR,Hamstring,Limited Participation in Practice,Questionable,2012,REG7
Tank Carder,LB,Foot,Full Participation in Practice,Probable,2012,REG7
Jason Pinkston,G,Illness,Did Not Participate In Practice,Out,2012,REG7
Joe Reitz,G,Knee,Full Participation in Practice,Questionable,2012,REG7
Darius Butler,CB,Shoulder,Did Not Participate In Practice,Out,2012,REG7
Pat Angerer,LB,Foot,Full Participation in Practice,Questionable,2012,REG7
Winston Justice,T,Ankle,Full Participation in Practice,Probable,2012,REG7
Vontae Davis,CB,Ankle,Full Participation in Practice,Probable,2012,REG7
Dwight Freeney,LB,Ankle,Full Participation in Practice,Probable,2012,REG7
Robert Mathis,LB,Knee,Did Not Participate In Practice,Out,2012,REG7
Cory Redding,DE,Knee,Did Not Participate In Practice,Out,2012,REG7
Donald Brown,RB,Knee,Did Not Participate In Practice,Out,2012,REG7
Fili Moala,DT,Knee,Did Not Participate In Practice,Out,2012,REG7
Martin Tevaseu,DT,Ankle,Did Not Participate In Practice,Out,2012,REG7
Cedric Griffin,CB,Hamstring,Limited Participation in Practice,Questionable,2012,REG7
Brandon Meriweather,S,Knee,,Out,2012,REG7
Darrel Young,RB,Hamstring,Did Not Participate In Practice,Questionable,2012,REG7
Sav Rocca,P,right Knee,Did Not Participate In Practice,Questionable,2012,REG7
Jordan Pugh,S,Head,Limited Participation in Practice,Questionable,2012,REG7
Pierre Garcon,WR,Foot,Did Not Participate In Practice,Doubtful,2012,REG7
David Jones,CB,Achilles,Did Not Participate In Practice,Questionable,2012,REG7
Barry Cofield,DT,Shoulder,Full Participation in Practice,Probable,2012,REG7
Fred Davis,TE,Knee,Full Participation in Practice,Probable,2012,REG7
DeAngelo Hall,CB,Knee,Full Participation in Practice,Probable,2012,REG7
Doug Worthington,DE,Calf,Full Participation in Practice,Probable,2012,REG7
Andre Brown,RB,Concussion,Full Participation in Practice,Probable,2012,REG7
Michael Boley,LB,Hip,Limited Participation in Practice,Questionable,2012,REG7
Kenny Phillips,S,Knee,Did Not Participate In Practice,Out,2012,REG7
Ahmad Bradshaw,RB,Foot,Did Not Participate In Practice,Questionable,2012,REG7
Rocky Bernard,DT,Quadricep,Did Not Participate In Practice,Out,2012,REG7
Hakeem Nicks,WR,"Foot, Knee",Limited Participation in Practice,Probable,2012,REG7
Jacquian Williams,LB,Knee,Did Not Participate In Practice,Out,2012,REG7
Da'Rel Scott,RB,Knee,Did Not Participate In Practice,Out,2012,REG7
Corey Webster,CB,"Hand, Hamstring",Full Participation in Practice,Probable,2012,REG7
Maurkice Pouncey,C,Knee,Limited Participation in Practice,Questionable,2012,REG7
Troy Polamalu,S,Calf,Did Not Participate In Practice,Out,2012,REG7
Rashard Mendenhall,RB,Achilles,Did Not Participate In Practice,Out,2012,REG7
Marcus Gilbert,T,Ankle,Did Not Participate In Practice,Out,2012,REG7
Isaac Redman,RB,Ankle,Did Not Participate In Practice,Out,2012,REG7
Brandon Johnson,LB,Hamstring,Full Participation in Practice,Probable,2012,REG7
Chris Carter,LB,Hamstring,Did Not Participate In Practice,Out,2012,REG7
Lawrence Timmons,LB,Foot,Full Participation in Practice,Probable,2012,REG7
Armon Binns,WR,Ankle,Limited Participation in Practice,Questionable,2012,REG7
Andrew Hawkins,WR,Back,Full Participation in Practice,Probable,2012,REG7
Brian Leonard,RB,Ribs,Did Not Participate In Practice,Doubtful,2012,REG7
Dre Kirkpatrick,CB,Knee,Full Participation in Practice,Questionable,2012,REG7
Roddrick Muckelroy,LB,Ankle,Limited Participation in Practice,Probable,2012,REG7
Devon Still,DT,Shoulder,Full Participation in Practice,Probable,2012,REG7
Kevin Zeitler,G,Elbow,Full Participation in Practice,Probable,2012,REG7
Travaris Cadet,RB,Shoulder,Full Participation in Practice,Probable,2012,REG7
Jonathan Casillas,LB,Neck,Full Participation in Practice,Probable,2012,REG7
Scott Shanle,LB,Illness,Full Participation in Practice,Probable,2012,REG7
Jahri Evans,G,Toe,Full Participation in Practice,Probable,2012,REG7
Jabari Greer,CB,Groin,Full Participation in Practice,Probable,2012,REG7
Turk McBride,DE,Ankle,Full Participation in Practice,Probable,2012,REG7
Jimmy Graham,TE,Ankle,Limited Participation in Practice,Questionable,2012,REG7
David Hawthorne,LB,Hamstring,Did Not Participate In Practice,Out,2012,REG7
Lance Moore,WR,Hamstring,Full Participation in Practice,Probable,2012,REG7
Carl Nicks,G,Foot,Full Participation in Practice,Probable,2012,REG7
Vincent Jackson,WR,Calf,Limited Participation in Practice,Probable,2012,REG7
Quentin Groves,LB,Hamstring,Full Participation in Practice,Probable,2012,REG7
O'Brien Schofield,LB,Knee,Full Participation in Practice,Probable,2012,REG7
Adam Snyder,G,Elbow,Full Participation in Practice,Probable,2012,REG7
Jim Dray,TE,Knee,Full Participation in Practice,Probable,2012,REG7
Todd Heap,TE,Knee,Limited Participation in Practice,Questionable,2012,REG7
Paris Lenon,LB,Knee,Full Participation in Practice,Probable,2012,REG7
Anthony Sherman,RB,Knee,Did Not Participate In Practice,Doubtful,2012,REG7
Kevin Kolb,QB,Ribs,Did Not Participate In Practice,Out,2012,REG7
Greg Toler,CB,Hamstring,Did Not Participate In Practice,Doubtful,2012,REG7
Kerry Rhodes,S,Back,Did Not Participate In Practice,Out,2012,REG7
Darnell Dockett,DT,Hamstring,Full Participation in Practice,Probable,2012,REG7
Michael Adams,CB,Hamstring,Full Participation in Practice,Questionable,2012,REG7
Reggie Walker,LB,Head,Did Not Participate In Practice,Questionable,2012,REG7
Matt Asiata,RB,Knee,Limited Participation in Practice,Questionable,2012,REG7
Marvin Mitchell,LB,Calf,Limited Participation in Practice,Questionable,2012,REG7
Adrian Peterson,RB,Ankle,Full Participation in Practice,Probable,2012,REG7
Jerome Simpson,WR,Back,Full Participation in Practice,Probable,2012,REG7
Everson Griffen,DE,Not Injury Related,Did Not Participate In Practice,Probable,2012,REG7
Jared Allen,DE,Groin,Full Participation in Practice,Probable,2012,REG7
Christian Ponder,QB,Knee,Full Participation in Practice,Probable,2012,REG7
Antoine Winfield,CB,Knee,Limited Participation in Practice,Probable,2012,REG7
Robert Blanton,S,Hamstring,Full Participation in Practice,Probable,2012,REG7
Mistral Raymond,S,Ankle,Limited Participation in Practice,Out,2012,REG7
Colin McCarthy,LB,Ankle,Did Not Participate In Practice,Questionable,2012,REG7
Jurrell Casey,DT,Shoulder,Limited Participation in Practice,Questionable,2012,REG7
Tommie Campbell,CB,Ankle,Did Not Participate In Practice,Out,2012,REG7
Michael Otto,T,Knee,Full Participation in Practice,Questionable,2012,REG7
Jake Locker,QB,left Shoulder,Did Not Participate In Practice,Out,2012,REG7
Javon Ringer,RB,Knee,Did Not Participate In Practice,Out,2012,REG7
Patrick Bailey,DT,Hand,Full Participation in Practice,Probable,2012,REG7
Cordy Glenn,T,Ankle,Did Not Participate In Practice,Out,2012,REG7
Brad Smith,WR,Chest,Full Participation in Practice,Probable,2012,REG7
Mario Williams,DE,Wrist,Full Participation in Practice,Probable,2012,REG7
Spencer Johnson,DT,Ankle,Limited Participation in Practice,Questionable,2012,REG7
Da'Norris Searcy,S,Ankle,Limited Participation in Practice,Questionable,2012,REG7
Mark Anderson,DE,Knee,Did Not Participate In Practice,Out,2012,REG7
Terrence McGee,CB,Knee,Limited Participation in Practice,Questionable,2012,REG7
Kraig Urbik,G,Ankle,Did Not Participate In Practice,Out,2012,REG7
Kyle Williams,DT,Ankle,Limited Participation in Practice,Questionable,2012,REG7
Jimmy Smith,CB,Abdomen,Limited Participation in Practice,Questionable,2012,REG7
Bryant McKinnie,T,Thigh,Limited Participation in Practice,Questionable,2012,REG7
Haloti Ngata,DT,Knee,Limited Participation in Practice,Questionable,2012,REG7
Ma'ake Kemoeatu,DT,Knee,Limited Participation in Practice,Questionable,2012,REG7
Ramon Harewood,T,Head,Full Participation in Practice,Probable,2012,REG7
Quintin Demps,S,"Thumb, Forearm",Limited Participation in Practice,Questionable,2012,REG7
Bradie James,LB,Calf,Full Participation in Practice,Probable,2012,REG7
Derek Newton,T,Forearm,Full Participation in Practice,Probable,2012,REG7
Wade Smith,G,Knee,Full Participation in Practice,Probable,2012,REG7
David Hunter,DT,Toe,Did Not Participate In Practice,Out,2012,REG7
Shaun Cody,DT,Back,Full Participation in Practice,Probable,2012,REG7
Chris Myers,C,Hip,Full Participation in Practice,Probable,2012,REG7
Bryan Braman,LB,"Knee, Foot",Full Participation in Practice,Probable,2012,REG7
Ben Tate,RB,Toe,Full Participation in Practice,Probable,2012,REG7
Antoine Caldwell,G,Concussion,Full Participation in Practice,Probable,2012,REG7
Lestar Jean,WR,Knee,Full Participation in Practice,Probable,2012,REG7
Ben Jones,C,"Knee, Illness",Full Participation in Practice,Probable,2012,REG7
Johnathan Joseph,CB,Groin,Limited Participation in Practice,Questionable,2012,REG7
Shiloh Keo,S,"Neck, Back/Thumb",Full Participation in Practice,Probable,2012,REG7
Jesse Nading,LB,"Foot, Neck",Full Participation in Practice,Probable,2012,REG7
Greg Jennings,WR,Groin,Did Not Participate In Practice,Out,2012,REG7
D.J. Williams,TE,Hamstring,Full Participation in Practice,Probable,2012,REG7
Davon House,CB,Shoulder,Full Participation in Practice,Probable,2012,REG7
Jermichael Finley,TE,Shoulder,Limited Participation in Practice,Probable,2012,REG7
B.J. Raji,DT,Ankle,Limited Participation in Practice,Out,2012,REG7
Alex Green,RB,Shoulder,Limited Participation in Practice,Probable,2012,REG7
Sean Richardson,S,Hamstring,Full Participation in Practice,Probable,2012,REG7
Nick Perry,LB,Knee,Did Not Participate In Practice,Out,2012,REG7
Aaron Rodgers,QB,Calf,Full Participation in Practice,Probable,2012,REG7
Sam Shields,CB,"Shin, Ankle",Did Not Participate In Practice,Out,2012,REG7
Mario Haggan,LB,Thigh,Did Not Participate In Practice,Out,2012,REG7
Wayne Hunter,T,Back,Did Not Participate In Practice,Questionable,2012,REG7
Janoris Jenkins,CB,Back,Full Participation in Practice,Probable,2012,REG7
Rodger Saffold,T,Knee,Did Not Participate In Practice,Out,2012,REG7
Danny Amendola,WR,Shoulder,Did Not Participate In Practice,Out,2012,REG7
Brandon Pettigrew,TE,Knee,Limited Participation in Practice,Probable,2012,REG7
Jacob Lacey,CB,Concussion,Did Not Participate In Practice,Out,2012,REG7
Ronnell Lewis,DE,Eye,Full Participation in Practice,Probable,2012,REG7
Louis Delmas,S,Knee,Full Participation in Practice,Probable,2012,REG7
Stephen Tulloch,TE,Knee,Limited Participation in Practice,Probable,2012,REG7
Corey Williams,DT,Knee,Did Not Participate In Practice,Questionable,2012,REG7
Cliff Avril,DE,Back,Limited Participation in Practice,Probable,2012,REG7
Titus Young,WR,Knee,Limited Participation in Practice,Probable,2012,REG7
Dwight Bentley,CB,Shoulder,Limited Participation in Practice,Doubtful,2012,REG7
Blake Costanzo,LB,Thumb,Full Participation in Practice,Probable,2012,REG7
Devin Hester,WR,Quadricep,Full Participation in Practice,Probable,2012,REG7
Alshon Jeffery,WR,Hand,,Out,2012,REG7
Sherrick McManis,CB,Hip,Limited Participation in Practice,Questionable,2012,REG7
Brandon McDonald,CB,Ankle,Limited Participation in Practice,Questionable,2012,REG8
Jeremy Zuttah,C,Quadricep,Full Participation in Practice,Probable,2012,REG8
Carl Nicks,G,Foot,Full Participation in Practice,Probable,2012,REG8
